,importance
BIO_alblk48_max,0.041633195415290467
BIO_alblk44_max,0.04133448735859628
BIO_alblk04_mean,0.040623628439897266
AL_22,0.03982565113305474
BIO_alblk62_mean,0.039513552373494014
BIO_alblk43_mean,0.03871353220934525
AL_151,0.038400759910167906
AL_49,0.037531652319939976
BIO_pam250,0.037459047246710606
BIO_alblk64_std,0.03731516578877246
CAT_1,0.036657995627863614
BIO_alblk26_mean,0.036459565167854514
AA_1_I,0.03599757598887271
BIO_alblk22_std,0.03567089332895102
BIO_alblk01_max,0.03491302082818409
AL_295,0.034753080466504604
BIO_alblk32_max,0.03460193194118299
BIO_alblk22_mean,0.03418685979373267
AL_181,0.033989924344521014
AL_153,0.033987892128146395
AL_10,0.03369182580680666
BIO_alblk36_mean,0.033679659426945126
AL_319,0.03365596153844892
BIO_alblk01_mean,0.03315717092822631
AL_6,0.033140523020737035
BIO_alblk45_max,0.0330664870520246
AL_100,0.0330098463929759
BIO_alblk20_std,0.03259692838993207
AL_11,0.03251316196868629
BIO_alblk43_max,0.03189676787901087
AL_325,0.03155023537478154
AL_323,0.03090790919355691
AL_334,0.030788079803688355
AL_152,0.03022093103018496
AL_141,0.030102444370839095
BIO_alblk62_std,0.030038047617177398
BIO_alblk48_std,0.029933346784410675
AL_9,0.02983526275618955
BIO_alblk28_std,0.02870635089195383
AL_300,0.02846383057457949
BIO_alblk34_std,0.028417879275791917
BIO_alblk27_max,0.028369262104533177
BIO_alblk23_std,0.028156574161392202
AL_333,0.027698634173477843
BIO_alblk09_std,0.0274884820779214
AL_29,0.02724135178322923
BIO_alblk13_std,0.027191261112264314
BIO_alblk07_std,0.027185704083690854
BIO_alblk54_mean,0.027041214790946087
AL_316,0.02697491857966828
AL_169,0.02675769239815028
AL_43,0.02627924204054838
BIO_alblk49_mean,0.026110447226252546
BIO_alblk07_max,0.026043488665539183
BIO_alblk08_mean,0.026013563243830008
AL_180,0.025972420060009726
AL_136,0.025846016267266774
AL_310,0.02578802820540521
AL_132,0.025744942164758783
AL_306,0.025571297597225363
AL_301,0.025442305265127873
BIO_alblk23_max,0.025188709285246712
AL_226,0.024830815501074764
BIO_alblk41_std,0.02425421340801151
AL_51,0.023897830973105588
